pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
2242,المنطقة اللّوجستية برادس,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d9%85%d9%86%d8%b7%d9%82%d8%a9-%d8%a7%d9%84%d9%84%d9%91%d9%88%d8%ac%d8%b3%d8%aa%d9%8a%d8%a9-%d8%a8%d8%b1%d8%a7%d8%af%d8%b3-2/,               ديوان البحرية التجارية والموانئ,اللوجستية,شراكة عام خاص,80,200,بن عروس,"معلومات أساسية  
                                 يحتلّ ميناء رادس مكانة هامّة في شبكة النقل الوطني نظرا إلى تخصصه في حركة شحن الحاويات والعربات. إذ يؤمّن الميناء قرابة 90% من حركة الحاويات وحوالي 80% من حركة العربات في تونس.  
ويندرج مشروع المنطقة اللوجستية برادس في إطار استراتيجية تهدف إلى تحسين نوعية الخدمات في ميناء رادس وتطوير أسلوب إدارته من جهة وإلى تعزيز الميناء بمحطة شحن ذات دور فعال في التطور والابتكار من جهة اخرى.","الوصف  
                                 يتمثل المشروع في إنشاء منطقة لوجستية تبلغ مساحتها 47 هكتارا تشتمل على مستودعات ومركز أعمال ووحدات صناعية وأنشطة تحويل وكذلك مواقف  للحاويات والمقطورات. 
 
 
في طور إعداد ملف طلب العروض","النتائج المتوقعة  
                                 تطوير الأنشطة اللوجستية ذات القيمة المضافة العالية لمواكبة وتيرة تدفّق الشحن عبر الميناء 
تسهيل التبادل التجاري في البلاد والتخفيض في الكلفة بما يكسب الصادرات التونسية القدرة على المنافسة. 
تحسين إدارة الميناء","الجهة المالية   
                                 سيتم تمويل المشروع في إطار شراكة بين القطاع العام والقطاع الخاص.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image56.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image56.jpg', 'path': 'full/d62be01877500d5e27927bd20db5c0b2a1e82a2a.jpg', 'checksum': '433c9e0c48e07298ab78621991999fca'}]"
2237,المدينة الرياضية بصفاقس,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d9%8a%d8%a9-%d8%a8%d8%b5%d9%81%d8%a7%d9%82%d8%b3-2/,                  وزارة الشباب والرياضة,الرياضة,عامّ,80,200,صفاقس,"معلومات أساسية  
                                 تمثل ولاية صفاقس القطب الاقتصادي والديمغرافي الثاني في تونس وأهم الأقطاب الرياضية  في البلاد بما يقارب 60 جمعية رياضية  تضمّ حوالي 9500  مجاز. 
تتمتع صفاقس ببنية تحتية ومرافق عامة متطورة (المطار، والطريق السريع، ومشروع المترو ، ...). بالإضافة إلى مركز طبي رياضي ومعهد للتربية البدنية. 
وتعتزم الدولة انجاز مدينة رياضية حديثة متعددة الاختصاصات بصفاقس تمكنها من استضافة المسابقات الوطنية والدولية.","الوصف  
                                 يمسح المركب الرياضي الجديد 40 هكتارا ويشتمل على ملعب كرة قدم بطاقة استيعاب تقدر بـ 40 ألف متفرج، وميادين أخرى ملحقة به  تتمثل في ملعب رقبي ومسبح أولمبي وقاعة ألعاب رياضية ومركز لألعاب القوى وفضاءات ترفيهية. 
 
تمّ تحديد الموقع","النتائج المتوقعة  
                                 تنشيط الاقتصاد الجهوي  
تعزيز السياحة الرياضية  
تحسين نسب ممارسة الرياضة  
دعم الجمعيات الرياضية","الجهة المالية   
                                 سيتم تمويل المشروع عن طريق ميزانية الدولة عن طريق قرض خارجي.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image8.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image8.jpg', 'path': 'full/b501f878f37b3ec08230ce476a33597295e695f9.jpg', 'checksum': 'b54e0589a07fce4db2b18ee22ee3bbe0'}]"
2238,المرحلة الثانية من البرنامج الخصوصي للسكن الاجتماعي,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d9%85%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a%d8%a9-%d9%85%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%a7%d9%84%d8%ae%d8%b5%d9%88%d8%b5%d9%8a-%d9%84-2/,               وزارة التجهيز والإسكان والتهيئة الترابية,السكن,عامّ,361,903,"   أريانة, القصرين, القيروان, الكاف, المنستير, المهدية, باجة, بن عروس, بنزرت, تطاوين, توزر, تونس, جندوبة, زغوان, سليانة, سوسة, سيدي بوزيد, صفاقس, قابس, قبلي, قفصة, مدنين, منوبة, نابل","معلومات أساسية  
                                 يعتبر السكن اللائق من أهم عناصر استقرار الأسر والأفراد وقد بلغت نسبة الأسر المالكة لمساكنها قرابة 77 % سنة 2014 . 
إلا أن هذه النسبة وإن تبدو محترمة، فهي تخفي فوارق هامة. ومع ارتفاع كلفة السكن، خاصة خلال السنوات الأخيرة، أصبحت الشريحة الاجتماعية الأقل دخلا غير قادرة على الحصول على مسكن لائق. 
لذلك وضعت الحكومة برنامجا خصوصيا للسكن الاجتماعي لتحسين ظروف السكن لفائدة هذه الشريحة الهشة يشمل أكثر من 16 ألف أسرة حيث ستتكفّل الدولة بـ 40% من التكلفة بالإضافة إلى تسهيلات في السّداد على مدى  25سنة. 
ويهدف المشروع إلى القضاء على المساكن البدائية وتوفير سكن لائق للطبقة الاجتماعية الأكثر تواضعا بشروط مالية ميسرة تتماشى مع دخلها.","الوصف  
                                 يحتوي المشروع على بناء 16850 مسكنا اجتماعيّا: 
إزالة وتعويض 5432 مسكنا بدائيّا.  
بناء 11418 مسكنا جديدا فرديا وجماعيّا  
 
 
تمّ تحديد الأراضي وضبطها في كافة أنحاء البلاد 
الدراسات الفنية : بصدد الإنجاز","النتائج المتوقعة  
                                 تعزيز التماسك الاجتماعي  
 تحسين ظروف العيش  
تعزيز القدرة الشرائية للفئات الهشة. 
 الإبقاء على السكان في مناطقهم الأصلية.","الجهة المالية   
                                 سيتم تمويل المشروع عن طريق ميزانية الدولة عن طريق قرض خارجي.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/Seconde-phase.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/Seconde-phase.jpg', 'path': 'full/e7149c90d787df0609aff914ef8afa9f602ec051.jpg', 'checksum': '37bf94ad25de347c7c47cdd7789c4b5b'}]"
3280,مشــروع إنتاج زيتون الزيت البيولوجي و العادي و تحويل المنتوج و تعليبه,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d9%80%d9%80%d8%b1%d9%88%d8%b9-%d8%a5%d9%86%d8%aa%d8%a7%d8%ac-%d8%b2%d9%8a%d8%aa%d9%88%d9%86-%d8%a7%d9%84%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%a8%d9%8a%d9%88%d9%84%d9%88%d8%ac%d9%8a-%d9%88-2/,"
 ديوان الأراضي الدولية",الفلاحة,شراكة عام خاص,7,18.6,"   القصرين, سيدي بوزيد","معلومات أساسية  
                                 في إطار الحرص على تجسيم السياسة الفلاحية وخاصة في مجال تحقيق الأمن الغذائي والنهوض بالتصدير وخلق مواطن الشغل، فإن إقامة مشاريع شراكة فلاحية مع مستثمرين خواص على بعض الأراضي الدولية سيمكن هذه الأراضي من المساهمة في دعم الإنتاج الفلاحي.","الوصف  
                                 سينجز هذا المشروع على مساحة 1100 هك موزعة  على ثلاثة مواقع وهي 500 هك بالمركب الفلاحي الإعتزاز (سيدي بوزيد) و300 هك بالمركب الفلاحي جلمة (سيدي بوزيد) و300 هك بالمركب الفلاحي الخضراء ( القصرين) ويتكون من: 
إحداث 1100 هك غراسات زيتون زيت جديدة و صيانتها 1100 هك  
تركيز معصرة زيت زيتون ووحدة تعليب عصرية بكامل منتوجاتها 
إحداث 7 آبار عميقة وتجهيزاتها","النتائج المتوقعة  
                                 إستقطاب الإستثمار الأجنبي 
إدخال التكنولوجيا و التقنيات الحديثة 
الإستغلال الأمثل لكلّ الإمكانيّات والطاقات المتاحة بالضيعة 
خلق مواطن شغل بالجهة 
تدعيم مجهود تصدير المنتوجات الفلاحية","الجهة المالية   
                                  سيتم إحداث شركة مشتركة بين ديوان الأراضي الدولية  والمستثمر المعني لا تقل مساهمة الديوان فيها عن 34%. 
تبرم الدولة عقد تسويغ مع الشركة في شأن الأرض الدولية.",,
2239,إنجاز الطريق السريعة الرابطة بين ولايات القصرين وقفصة وسيدي بوزيد بولايتي صفاقس وقابس وبالطريق السيارة 1,http://tunisia2020.com/ar/projet/%d8%a5%d9%86%d8%ac%d8%a7%d8%b2-%d8%a7%d9%84%d8%b7%d8%b1%d9%8a%d9%82-%d8%a7%d9%84%d8%b3%d8%b1%d9%8a%d8%b9%d8%a9-%d8%a7%d9%84%d8%b1%d8%a7%d8%a8%d8%b7%d8%a9-%d8%a8%d9%8a%d9%86-%d9%88%d9%84%d8%a7%d9%8a-2/,                  وزارة التجهيز والإسكان والتهيئة الترابية,النّقل,عامّ,480,1200,"   القصرين, سيدي بوزيد, صفاقس, قابس, قفصة","معلومات أساسية  
                                 ترتبط الولايات الداخلية القصرين وقفصة وسيدي بوزيد بالطريق السيارة A1  وبالأقطاب الرئيسية للساحل الشرقي عبر طرقات وطنية عادية وهو ما جعل اندماجها محدودا. 
لذلك سيساهم مشروع إنجاز طرقات سريعة جديدة تربط بين شرق وغرب البلاد في تحسين التواصل بين المناطق الغربية والشرقية كما سيساهم في انفتاح الولايات الداخلية وتطوّرها.","الوصف  
                                 يتمثل المشروع في إنشاء محاور عرضية استراتيجية تربط المناطق الغربية والشرقية من خلال مضاعفة حوالي 300 كلم من الطرقات الرابطة بين الولايات الغربية (قفصة والقصرين وسيدي بوزيد) والولايات الساحلية (صفاقس وقابس).  
  
 
الدراسات بصدد الإعداد","النتائج المتوقعة  
                                 انفتاح الولايات الداخلية على محيطها 
تعزيز جاذبية هذه الولايات 
تنشيط حركة التبادل التجاري بين شرق البلاد وغربها  
تنشيط حركة الصادرات المتأتّية من الولايات الداخلية نحو ليبيا  
تعزيز إدماج الولايات الداخلية المعنية في الاقتصاد الوطني.","الجهة المالية   
                                 سيتم تمويل المشروع عن طريق ميزانية الدولة عن طريق قرض خارجي.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/A1-et-tronçon.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/A1-et-tron%C3%A7on.jpg', 'path': 'full/0bec44e7ee26b8ae501309e0b899c1db256c4fb2.jpg', 'checksum': '3617f083e1f261783ea72c48f0f5ce86'}]"
2240,إحداث مناطق لوجستية بزغوان وجرجيس وغنّوش,http://tunisia2020.com/ar/projet/%d8%a5%d8%ad%d8%af%d8%a7%d8%ab-%d9%85%d9%86%d8%a7%d8%b7%d9%82-%d9%84%d9%88%d8%ac%d8%b3%d8%aa%d9%8a%d8%a9-%d8%a8%d8%b2%d8%ba%d9%88%d8%a7%d9%86-%d9%88%d8%ac%d8%b1%d8%ac%d9%8a%d8%b3-%d9%88%d8%ba%d9%86-2/,                 وزارة النّقل,اللوجستية,شراكة عام خاص,280,700,"   زغوان, قابس, مدنين","معلومات أساسية  
                                 إدراكا منها بأهمّية قطاع الخدمات اللوجستيّة في التنمية الاقتصاديّة، لا فقط من خلال الأنشطة المرتبطة بها وإنّما أيضا من خلال التّأثيرات غير المباشرة الّتي تمسّ القطاعات الاقتصادية الأخرى، اعتمدت تونس استراتيجية لتطوير الخدمات اللوجستية.  
وفي هذا الإطار يندرج مشروع إحداث ثلاث مناطق لوجستية جديدة بكل من زغوان وجرجيس وغنّوش.","الوصف  
                                 يشمل المشروع إحداث ثلاث مناطق لوجستية: غنّوش (33 هكتار)، زغوان (100 هكتار)، جرجيس (200 هكتار). 
وستشتمل هذه المناطق على مراكز حيوية، ومناطق لمعالجة وتخزين البضائع، ومراكز للصيانة ومواقع للشحن، ومناطق متعددة الوظائف ومواقف للسيارات والشاحنات.  
 
 
بصدد إعداد الدراسات الطوبوغرافية","النتائج المتوقعة  
                                 تطوير الأنشطة اللوجستية ذات القيمة المضافة العالية 
تحسين شبكة الخدمات اللوجستية وتخفيض نسبة الكلفة عبر التحكم في هذه الشبكة. 
تمكين الفاعلين الاقتصاديين الناشطين من المساهمة في الخدمات اللوجستية. 
الحدّ من العوامل الخارجية السلبية لنقل البضائع عبر دعم التخزين والتجميع.","الجهة المالية   
                                 سيتم تمويل المشروع في إطار شراكة بين القطاع العام والقطاع الخاص.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/logistic-zones-in-zarzis-et-terminal-radès.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/logistic-zones-in-zarzis-et-terminal-rad%C3%A8s.jpg', 'path': 'full/0fb1c064c009163483992e6aff6fac14e3eab113.jpg', 'checksum': 'deafd82925871753e2438df95e63afe3'}]"
3278,مشروع فلاحي مندمج بالمركب الفلاحي النفيضة النفيضة-ولاية سوسة,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d9%85%d9%86%d8%af%d9%85%d8%ac-%d8%a8%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%a8-%d8%a7%d9%84%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d8%a7%d9%84%d9%86-2/,"
 ديوان الأراضي الدولية",الفلاحة,شراكة عام خاص,12,30,سوسة,"معلومات أساسية  
                                 في إطار الحرص على تجسيم السياسة الفلاحية وخاصة في مجال تحقيق الأمن الغذائي والنهوض بالتصدير وخلق مواطن الشغل، فإن إقامة مشاريع شراكة فلاحية مع مستثمرين خواص على بعض الأراضي الدولية سيمكن هذه الأراضي من المساهمة في دعم الإنتاج الفلاحي.","الوصف  
                                 يهدف المشروع الفلاحي المندمج إلى تطوير أداء المركب الفلاحي النفيضة على مساحة 9037 هك وترتكز أهم عناصره على : 
تطوير نشاط الخضروات الموجّهة للتصدير وتركيز بيوت مكيّفة متعدّدة الهياكل  
إيلاء العناية اللاّزمة لغراسات زياتين الزيت والطاولة لتحسين إنتاجيتها 
إحداث غراسات جديدة من الزياتين واللّوز باعتبار المساحات المتوفرة 
تطوير معصرة الزيت من حيث التجهيزات وطاقة الخزن 
تأهيل و تعصير محطة اللفّ والتكييف","النتائج المتوقعة  
                                 إستقطاب الإستثمار الأجنبي 
إدخال التكنولوجيا و التقنيات الحديثة 
الإستغلال الأمثل لكلّ الإمكانيّات والطاقات المتاحة بالضيعة 
خلق مواطن شغل بالجهة 
تدعيم مجهود تصدير المنتوجات الفلاحية","الجهة المالية   
                                  سيتم إحداث شركة مشتركة بين ديوان الأراضي الدولية  والمستثمر المعني لا تقل مساهمة الديوان فيها عن 34%. 
تبرم الدولة عقد تسويغ مع الشركة في شأن الأرض الدولية.",,
3275,مشروع فلاحي مندمج المركب الفلاحي تاكلسة- واد عبيد ولاية نابل,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d9%85%d9%86%d8%af%d9%85%d8%ac-%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%a8-%d8%a7%d9%84%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d8%aa%d8%a7%d9%83%d9%84/,"
 ديوان الأراضي الدولية",الفلاحة,شراكة عام خاص,8,20,نابل,"معلومات أساسية  
                                 في إطار الحرص على تجسيم السياسة الفلاحية وخاصة في مجال تحقيق الأمن الغذائي والنهوض بالتصدير وخلق مواطن الشغل، فإن إقامة مشاريع شراكة فلاحية مع مستثمرين خواص على بعض الأراضي الدولية سيمكن هذه الأراضي من المساهمة في دعم الإنتاج الفلاحي.","الوصف  
                                 يهدف المشروع الفلاحي المندمج إلى تطوير أداء المركب الفلاحي تاكلسة واد العبيد على مساحة 3891 هك وترتكز أهم عناصره على : 
إحداث غراسات جديدة من القوارص    (300هك) 
صيانة غراسات الزياتين الموجودة وإضافة مساحات جديدة (600هك) 
إعادة تهيئة معاصر الزيت و الخمور والمجبنة 
تطوير إستغلال وتثمين الغابات 
التوسّع في المنطقة السقوية باعتبار إمكانيات الريّ الممكنة من سدّ تاكلسة  وبحيرة وادي العبيد","النتائج المتوقعة  
                                 إستقطاب الإستثمار الأجنبي 
إدخال التكنولوجيا و التقنيات الحديثة 
الإستغلال الأمثل لكلّ الإمكانيّات والطاقات المتاحة بالضيعة 
خلق مواطن شغل بالجهة 
تدعيم مجهود تصدير المنتوجات الفلاحية","الجهة المالية   
                                 سيتم إحداث شركة مشتركة بين ديوان الأراضي الدولية  والمستثمر المعني لا تقل مساهمة الديوان فيها عن 34%. 
تبرم الدولة عقد تسويغ مع الشركة في شأن الأرض الدولية.",,
3277,مشروع فلاحي مندمج بالمركب الفلاحي الخضراء سبيطلة-ولاية القصرين,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d9%85%d9%86%d8%af%d9%85%d8%ac-%d8%a8%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%a8-%d8%a7%d9%84%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d8%a7%d9%84%d8%ae-2/,"
 ديوان الأراضي الدولية",الفلاحة,شراكة عام خاص,10,25,القصرين,"معلومات أساسية  
                                 في إطار الحرص على تجسيم السياسة الفلاحية وخاصة في مجال تحقيق الأمن الغذائي والنهوض بالتصدير وخلق مواطن الشغل، فإن إقامة مشاريع شراكة فلاحية مع مستثمرين خواص على بعض الأراضي الدولية سيمكن هذه الأراضي من المساهمة في دعم الإنتاج الفلاحي.","الوصف  
                                 يتمثل المشروع الفلاحي المندمج في تطوير أداء المركب الفلاحي الخضراء  على مساحة 10940 هك وترتكز أهم عناصر المشروع على : 
صيانة غراسات الزياتين المتواجدة (3200 هك) 
إحداث 500 هك غراسات زياتين جديدة 
إحداث 300 هك غراسات لوز مروي 
إحداث منطقة سقويّة جديدة لإستغلالها في غراسة الأشجار المثمرة       
تركيز معصرة زيت عصريّة 
تطوير نشاط تربية الأغنام","النتائج المتوقعة  
                                 إستقطاب الإستثمار الأجنبي 
إدخال التكنولوجيا و التقنيات الحديثة 
الإستغلال الأمثل لكلّ الإمكانيّات والطاقات المتاحة بالضيعة 
خلق مواطن شغل بالجهة 
تدعيم مجهود تصدير المنتوجات الفلاحية","الجهة المالية   
                                 سيتم إحداث شركة مشتركة بين ديوان الأراضي الدولية  والمستثمر المعني لا تقل مساهمة الديوان فيها عن 34%. 
تبرم الدولة عقد تسويغ مع الشركة في شأن الأرض الدولية.",,
2230,البرنامج الجهوي للتنمية,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%a7%d9%84%d8%ac%d9%87%d9%88%d9%8a-%d9%84%d9%84%d8%aa%d9%86%d9%85%d9%8a%d8%a9-2/,المجال  :  التنمية الجهويّة,التنمية الجهويّة,عامّ,1006,2515,"   أريانة, القصرين, القيروان, الكاف, المنستير, المهدية, باجة, بن عروس, بنزرت, تطاوين, توزر, تونس, جندوبة, زغوان, سليانة, سوسة, سيدي بوزيد, صفاقس, قابس, قبلي, قفصة, مدنين, منوبة, نابل","معلومات أساسية  
                                 عرفت تونس فوارق هامة في مجالي التنمية الاقتصادية والتنمية الاجتماعية سواء بين الجهات أو داخل الجهات نفسها. 
ويتضمن برنامج التنمية الجهوية مجموعة من المشاريع الّتي تهدف إلى الحدّ من الفوارق الحالية ودعم التنمية بالمناطق الأقل حظا.","الوصف  
                                 يتضمن برنامج التنمية الجهوية ثلاثة أنواع من المشاريع الجهوية العمومية :  
مشاريع البنية التحتية لتحسين الترابط بين مختلف الجهات 
 مشاريع لتحسين ظروف العيش خاصة عبر زيادة نسبة الربط بالماء الصالح للشرب والكهرباء  
 مشاريع تهدف إلى دعم اللامركزية ولدعم الحكم المحلي والجهوي هذا فضلا عن انشاء صناديق خاصة بالجهات","النتائج المتوقعة  
                                 الحد من التفاوت التنموي بين الجهات وداخلها  
تحسين ظروف العيش 
تحسين التواصل مع المناطق النائية  
تعزيز الحكم المحلي والجهوي في إطار دعم اللامركزية  
تعزيز جاذبية هذه المناطق لدى المستثمرين","الجهة المالية   
                                 سيتم تمويل المشروع  عن طريق قرض خارجي.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image39.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image39.png', 'path': 'full/02c5045a69d6bf90dd1662b00e2140ad778212ef.jpg', 'checksum': 'a866e0f34fe6be08fd1cceee602cd656'}]"
3276,مشروع فلاحي مندمج بالمركب الفلاحي الإعتزاز منزل بوزيان-ولاية سيدي بوزيد,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d9%85%d9%86%d8%af%d9%85%d8%ac-%d8%a8%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%a8-%d8%a7%d9%84%d9%81%d9%84%d8%a7%d8%ad%d9%8a-%d8%a7%d9%84%d8%a5-2/,"
 ديوان الأراضي الدولية",الفلاحة,شراكة عام خاص,6,15,سيدي بوزيد,"معلومات أساسية  
                                 في إطار الحرص على تجسيم السياسة الفلاحية وخاصة في مجال تحقيق الأمن الغذائي والنهوض بالتصدير وخلق مواطن الشغل، فإن إقامة مشاريع شراكة فلاحية مع مستثمرين خواص على بعض الأراضي الدولية سيمكن هذه الأراضي من المساهمة في دعم الإنتاج الفلاحي.","الوصف  
                                 يتمثل هذا المشروع الفلاحي المندمج في تطوير أداء المركب الفلاحي الإعتزاز على مساحة 1800 هك وترتكز أهم عناصر المشروع على : 
توسيع المنقطة السقوية بإحداث بئر أو بئريْن عميقتيْن وهو ما سيمكّن من منطقة سقويّة إضافيّة في مستوى 350 إلى 500 هك. 
صيانة مساحات الزياتين الموجودة قصد الترفيع في مردوديّتها 
إحداث غراسات زياتين جديدة (500 هك) 
إحداث غراسات لوز مرويّة (300 هك)","النتائج المتوقعة  
                                 إستقطاب الإستثمار الأجنبي 
إدخال التكنولوجيا و التقنيات الحديثة 
الإستغلال الأمثل لكلّ الإمكانيّات والطاقات المتاحة بالضيعة 
خلق مواطن شغل بالجهة 
تدعيم مجهود تصدير المنتوجات الفلاحية","الجهة المالية   
                                 سيتم إحداث شركة مشتركة بين ديوان الأراضي الدولية  والمستثمر المعني لا تقل مساهمة الديوان فيها عن 34%. 
تبرم الدولة عقد تسويغ مع الشركة في شأن الأرض الدولية.",,
2229,برنامج التنمية الفلاحية المندمجة والنهوض بمنظومات الإنتاج الفلاحي,http://tunisia2020.com/ar/projet/%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%a7%d9%84%d8%aa%d9%86%d9%85%d9%8a%d8%a9-%d8%a7%d9%84%d9%81%d9%84%d8%a7%d8%ad%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%af%d9%85%d8%ac%d8%a9-%d9%88%d8%a7%d9%84-2/,الجهة المسؤولة    وزارة الفلاحة والموارد المائية والصيد البحريّ,الفلاحة,عامّ,292,730,"   القصرين, القيروان, الكاف, المهدية, بنزرت, زغوان, سليانة, سيدي بوزيد, قفصة","معلومات أساسية  
                                 يهدف برنامج التنمية الفلاحية والنهوض بمنظومات الإنتاج الفلاحي إلى الحدّ من الفقر بالوسط الريفي وخفض معدلات البطالة وتحسين التصرف في الموارد الطبيعية. 
وسيكون لهذا المشروع أثر إيجابي على تطوير البنية التحتية الريفية والتنمية الفلاحية القائمة على التشاركية وتطوير منظومات الإنتاج والدعم المؤسساتي للإدارات والهياكل المعنية.","الوصف  
                                 يشمل البرنامج حوض وادي تاسة وجنوب سليانة وغرب المهدية والجنوب الشرقي لزغوان والمناطق الجبلية بالقيروان وغرب بنزرت وجنوب القصرين.  
يحتوي البرنامج على العناصر التالية : 
تهيئة المسالك الريفية ونقاط المياه (الآبار والبحيرات)  
 إعادة تهيئة المناطق السقوية  
 تطوير وتسويق المنتجات الفلاحية والغابية المحلية  
 المحافظة على المياه والتربة للحدّ من الانجراف والتصحّر 
 
 
الدراسات المتعلقة ببنزرت والقصرين فقط    منجزة","النتائج المتوقعة  
                                 الحدّ من الفقر في المناطق الريفية  
المساهمة في تثبيت سكان الأرياف بمناطقهم  
 تنمية المجالات الفلاحية المحلية  
 تعزيز الإنتاج الفلاحي","الجهة المالية   
                                 سيتم تمويل المشروع  عن طريق قرض خارجي.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/PDAI.png,
2228,محطات فولطا ضوئية,http://tunisia2020.com/ar/projet/%d9%85%d8%ad%d8%b7%d8%a7%d8%aa-%d8%b7%d8%a7%d9%82%d8%a9-%d8%b4%d9%85%d8%b3%d9%8a%d8%a9-%d9%84%d8%a5%d9%86%d8%aa%d8%a7%d8%ac-%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1-2/,"             
 الشركة  التونسية للكهرباء والغاز",الطاقة,عامّ,300,750,"   تطاوين, قبلي, قفصة, مدنين","معلومات أساسية  
                                 يندرج هذا المشروع فــــي إطــار برنامج الدولة للتنمية المستدامة، وتنفيذ المخــطط الشمسي التونسي و برنامج تنويع مصادر الطاقة بالاعتماد على الطاقات المتجددة و يهدف إلى : 
-التوصل إلى إنتاج 12 بالمائة من الطاقة الكهربائية  بالاعتماد على الطاقات المتجددة في إطار المخطط التنموي الخماسي 2016-2020. 
-التوصل إلى إنتاج 30 بالمائة من الطاقة الكهربائية  بالاعتماد على الطاقات المتجددة في إطار المخطط الشمسي التونسي مع حلول سنة 2030. 
-المساهمة في الحفاظ علي البيئة من خلال تقليل الانبعاث الغازات المسببة للاحتباس الحراري بنسبة 41 بالمائة مع حلول سنة 2030","الوصف  
                                 تركيز 05 محطات   فولطا ضوئية بقدرة جملية  300 ميغواط مرتبطة بشبكة النقل الكهربائي للشركة التونسية للكهرباء والغاز بكل من مدنين و تطاوين و قبلي و قفصة و جربة. 
يحتوي المشروع على الدراسات والتصنيع والتزويد والنقل على عين المكان و التركيب وإجراء التجارب وتشغيل المعدات وكذلك دراسات الهندسة والأشغال المدنية للمنشآت المتعلقة بإنجاز محطة توليد الكهرباء. 
يدخل المشروع حيز الاستغلال قبل صيف 2020. 
 
 
دراسة الجدوى الاقتصادية في طور الإنجاز","النتائج المتوقعة  
                                 إإنتاج الطاقة السنوي المضمون:  510 جيغا وات ساعة 
معدل إدماج المحلية:  40 بالمائة    
تجنب استهلاك الوقود (الغاز الطبيعي) : 120 كطن مكافئ نفط في السنة 
تجنب ثاني غاز الكربون : 253500 طن في السنة","الجهة المالية   
                                 سيتم تمويل المشروع من قبل الشركة التونسية للكهرباء الغاز عن طريق قرض خارجي.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/09/Solar-plants.png,
